sira,isim,gelirler,gelir_yüzde_degisim,karlar,kar_yuzde_degisim,varliklar,piyasa_degeri,sira_degisikligi,calısanlar
520,Sprouts Farmers Market,6099.9,-0.057,244.2,-0.151,2923.1,3546.8,-83.0,31000.0
521,Huntington Bancshares,6080.0,0.161,1295.0,0.585,174064.0,21123.4,-11.0,18442.0
522,CACI International,6044.1,0.057,457.4,0.423,6172.4,7051.2,-49.0,22000.0
524,SVB Financial Group,6027.0,0.477,1833.0,0.517,211478.0,32901.0,89.0,6567.0
525,Fastenal,6010.9,0.064,925.0,0.077,4299.0,34187.9,-46.0,18370.0
527,Knight-Swift Transportation Holdings,5998.0,0.283,743.4,0.813,10655.5,8386.0,24.0,27650.0
529,Patterson,5912.1,0.077,156.0,,2751.5,3160.0,-38.0,7800.0
530,Penn National Gaming,5905.0,0.65,420.8,,16872.1,7140.2,129.0,21973.0
531,ServiceNow,5896.0,0.305,230.0,0.941,10798.0,111378.0,39.0,16881.0
532,Nasdaq,5886.0,0.046,1187.0,0.272,20115.0,29298.2,-52.0,5814.0
533,Brunswick,5846.2,0.345,593.3,0.5920000000000001,5425.0,6197.3,59.0,18582.0
534,Resideo Technologies,5846.0,0.153,242.0,5.541,5853.0,3455.8,-11.0,13300.0
536,Petco Health and Wellness,5807.1,0.18,164.4,,6497.9,5930.2,-5.0,28495.0
538,Hilton Worldwide Holdings,5788.0,0.344,410.0,,15441.0,42356.6,58.0,142000.0
539,Cerner,5764.8,0.047,555.6,-0.288,7434.2,27492.2,-49.0,25150.0
540,Levi Strauss,5763.9,0.295,553.5,,5900.1,7874.7,40.0,16600.0
541,Tapestry,5746.3,0.158,834.2,,8382.4,9807.2,-13.0,14250.0
542,NetApp,5744.0,0.061,730.0,-0.109,9360.0,18470.5,-45.0,11000.0
543,KB Home,5724.9,0.369,564.7,0.906,5835.9,2858.1,60.0,2244.0
544,Continental Resources,5719.3,1.211,1661.0,,18591.1,22342.4,274.0,1254.0
545,Intuitive Surgical,5710.1,0.31,1704.6,0.607,13555.0,108361.9,46.0,9793.0
546,Under Armour,5683.5,0.27,360.1,,4991.4,7712.4,32.0,12300.0
547,MDU Resources Group,5680.7,0.027,378.1,-0.031,8910.4,5419.3,-61.0,12826.0
548,Silgan Holdings,5677.1,0.153,359.1,0.163,7770.8,5104.3,-18.0,15720.0
549,Ryerson Holding,5675.3,0.637,294.3,,2365.6,1344.6,127.0,4000.0
550,Ingersoll Rand,5655.2,0.152,562.5,,15154.5,20541.2,-17.0,16000.0
551,Hologic,5632.3,0.491,1871.5,0.6779999999999999,8919.9,19305.1,90.0,6705.0
552,Electronic Arts,5629.0,0.017,837.0,-0.725,13288.0,35577.4,-67.0,11000.0
553,Zebra Technologies,5627.0,0.265,837.0,0.6609999999999999,6215.0,21959.1,28.0,9800.0
555,Schneider National,5608.7,0.2319999999999999,405.4,0.915,3937.3,4551.6,10.0,17050.0
557,Concentrix,5587.0,,405.6,,5046.4,8605.2,-1.3963636363636365,290000.0
558,Evergy,5586.7,0.1369999999999999,879.7,0.423,28520.5,15512.7,-26.0,4930.0
559,Cornerstone Building Brands,5583.1,0.209,665.9,,5827.5,3088.7,-2.0,21700.0
560,Coca-Cola Consolidated,5562.7,0.111,189.6,0.099,3445.6,4657.3,-34.0,15050.0
561,Greif,5556.1,0.231,390.7,2.591,5815.8,3134.0,11.0,16000.0
562,Vulcan Materials,5552.2,0.143,670.8,0.148,13682.6,24412.7,-23.0,11912.0
563,Ametek,5546.5,0.222,990.1,0.135,11898.2,30787.3,3.0,18500.0
564,Monster Beverage,5541.4,0.205,1377.5,-0.023,7804.8,42295.8,-2.0,3775.0
565,Sealed Air,5533.8,0.129,506.8,0.008,6229.3,9920.7,-31.0,16500.0
568,Martin Marietta Materials,5493.2,0.161,702.5,-0.026,14393.0,24015.1,-22.0,10000.0
569,Marathon Oil,5467.0,0.772,946.0,,16994.0,18349.5,164.0,1531.0
570,Mattel,5457.7,0.191,903.0,6.131,6393.9,7823.3,-7.0,36300.0
571,Microchip Technology,5438.4,0.031,349.4,-0.3879999999999999,16478.8,41777.1,-66.0,19500.0
572,Harley-Davidson,5336.3,0.316,650.0,499.789,11051.1,6062.9,42.0,5800.0
573,Telephone & Data Systems,5329.0,0.02,156.0,-0.31,13493.0,2163.4,-61.0,8800.0
575,First Republic Bank,5305.0,0.177,1478.0,0.389,181087.0,29113.6,-1.0,6295.0
576,Warner Music Group,5301.0,0.188,304.0,,7211.0,19485.7,3.0,5900.0
577,Pool,5295.6,0.345,650.6,0.774,3230.1,16967.1,47.0,5650.0
578,Old Dominion Freight Line,5256.3,0.309,1034.4,0.5379999999999999,4821.5,34307.5,41.0,23663.0
579,Fortive,5254.7,0.134,608.4,-0.623,16465.5,21877.9,-23.0,18000.0
580,MDC Holdings,5254.7,0.347,573.7,0.561,4963.5,2692.7,49.0,2080.0
582,Edwards Lifesciences,5232.5,0.193,1503.1,0.825,8502.6,73141.4,7.0,15700.0
583,Hanover Insurance Group,5227.8,0.083,418.7,0.1669999999999999,14254.3,5317.9,-41.0,4400.0
584,Syneos Health,5213.0,0.181,234.8,0.218,8237.1,8436.7,2.0,27443.0
585,Xylem,5195.0,0.065,427.0,0.6809999999999999,8276.0,15354.7,-47.0,16700.0
586,Church & Dwight,5190.1,0.06,827.5,0.053,7996.5,24119.1,-51.0,5100.0
587,American Axle & Manufacturing,5156.6,0.095,5.9,,5635.7,888.3,-40.0,18000.0
588,Meritage Homes,5141.3,0.142,737.4,0.741,4807.5,2907.3,-11.0,1773.0
589,Workday,5138.8,0.19,29.4,,10498.5,60583.4,5.0,15200.0
590,Rush Enterprises,5126.1,0.0819999999999999,241.4,1.101,3120.0,2788.5,-45.0,7141.0
592,Encompass Health,5121.6,0.103,412.2,0.45,6864.9,7071.1,-38.0,35681.0
593,Simon Property Group,5116.8,0.111,2249.6,1.022,33777.4,43197.8,-33.0,2850.0
594,Globe Life,5112.9,0.079,745.0,0.018,29768.0,9977.3,-50.0,3222.0
595,Skyworks Solutions,5109.1,0.523,1498.3,0.8390000000000001,8590.7,21547.5,95.0,10945.0
598,Leggett & Platt,5072.6,0.185,402.4,0.625,5307.3,4659.0,-1.3963636363636365,20300.0
599,Western Union,5070.8,0.049,805.8,0.083,8823.5,7374.7,-58.0,10500.0
600,PerkinElmer,5067.2,0.34,943.2,0.296,15000.6,22009.4,39.0,16700.0
601,SS&C Technologies Holdings,5051.0,0.0819999999999999,800.0,0.28,17333.0,19235.1,-49.0,24900.0
602,CUNA Mutual Group,5049.5,0.247,622.3,3.277,44345.0,,13.0,4100.0
603,FMC,5045.2,0.087,736.5,0.335,10581.3,16563.8,-48.0,6400.0
604,Carlisle,5030.0,0.185,421.7,0.317,7246.8,12804.5,-5.0,11250.0
605,American Eagle Outfitters,5010.8,0.3329999999999999,419.6,,3786.6,2836.6,37.0,24000.0
606,Core & Main,5004.0,0.374,166.0,3.486,4434.0,5948.8,-1.3963636363636365,4100.0
607,Vertiv Holdings,4998.1,0.144,119.6,,6939.6,5263.9,-17.0,24000.0
608,Broadridge Financial Solutions,4993.7,0.103,547.5,0.184,8119.8,18182.7,-40.0,13704.0
609,Ingles Markets,4987.9,0.0819999999999999,249.7,0.3979999999999999,2018.3,1691.4,-50.0,18460.0
610,TPG,4976.4,1.3530000000000002,2180.9,1.981,8962.0,9304.9,-1.3963636363636365,1013.0
611,Insperity,4973.1,0.16,124.1,-0.102,1753.1,3849.8,-14.0,3600.0
612,Howmet Aerospace,4972.0,-0.055,258.0,-0.011,10219.0,15055.4,-105.0,19900.0
613,R.R. Donnelley & Sons,4963.7,-0.081,3.7,-0.962,3131.4,,-114.0,32000.0
614,Keysight Technologies,4941.0,0.171,894.0,0.426,7781.0,28746.6,-13.0,14300.0
615,Tempur Sealy International,4930.8,0.341,624.5,0.79,4323.4,4997.7,37.0,12000.0
616,Scotts Miracle-Gro,4925.0,0.192,512.5,0.3229999999999999,4800.0,6834.6,-9.0,8050.0
617,Equifax,4923.9,0.193,744.2,0.431,11040.9,29141.8,-9.0,12700.0
618,Kelly Services,4909.7,0.087,156.1,,2894.2,856.0,-47.0,7400.0
619,NiSource,4899.6,0.047,584.9,,24156.9,12891.2,-70.0,7307.0
620,OneMain Holdings,4895.0,,1314.0,0.8,22079.0,6042.8,-84.0,8800.0
622,Avient,4818.8,0.486,230.8,0.754,4997.2,4388.4,80.0,8700.0
623,Sanderson Farms,4799.7,0.347,455.1,15.095999999999998,2345.0,4185.4,39.0,17662.0
624,TransDigm Group,4798.0,-0.074,680.0,-0.027,19315.0,36135.8,-108.0,13300.0
625,Stifel Financial,4783.1,0.253,824.9,0.638,34049.7,7226.0,8.0,8600.0
626,JELD-WEN Holding,4771.7,0.127,168.8,0.843,3738.7,1826.0,-26.0,24700.0
627,Ares Management,4770.6,1.228,408.8,1.6869999999999998,21605.2,23821.1,-1.3963636363636365,2100.0
629,Prologis,4759.4,0.072,2939.7,0.984,58486.2,119524.5,-45.0,2053.0
630,Welltower,4742.1,0.03,336.1,-0.657,34910.3,43001.5,-69.0,464.0
631,Darling Ingredients,4741.4,0.327,650.9,1.193,6133.7,12987.4,29.0,9900.0
632,Juniper Networks,4735.4,0.065,252.7,-0.02,8887.0,11986.6,-50.0,10191.0
633,Gartner,4734.0,0.155,793.6,1.975,7416.3,24477.2,-21.0,16600.0
635,Hubbell,4703.5,0.124,399.5,0.138,5281.5,9959.6,-33.0,18300.0
636,CME Group,4689.7,-0.04,2636.4,0.252,196780.3,85492.3,-99.0,3480.0
637,Nexstar Media Group,4648.4,0.033,834.6,0.0289999999999999,13264.5,7728.3,-61.0,11817.0
638,Tutor Perini,4641.8,-0.127,91.9,-0.152,4724.9,551.8,-135.0,7800.0
640,Teledyne Technologies,4614.3,0.495,445.3,0.108,14430.3,22102.9,92.0,14500.0
641,Snap-on,4601.7,0.1669999999999999,820.5,0.309,6759.7,10976.1,-18.0,12800.0
642,Rent-A-Center,4583.5,0.629,134.9,-0.352,2993.3,1486.9,138.0,14290.0
645,Louisiana-Pacific,4553.0,0.633,1377.0,1.76,2194.0,5344.1,142.0,4800.0
646,Urban Outfitters,4548.8,0.319,310.6,250.307,3791.3,2421.4,32.0,16330.0
647,Penn Mutual Life Insurance,4545.6,0.228,522.9,0.8220000000000001,44190.9,,2.0,3194.0
648,Amerco,4542.0,0.142,610.9,0.382,14651.6,11704.7,-28.0,22052.0
649,TriNet Group,4540.0,0.125,338.0,0.243,3309.0,6482.5,-31.0,2800.0
650,Sentry Insurance Group,4526.2,0.262,739.9,2.667,23880.5,,8.0,4064.0
651,Illumina,4526.0,0.397,762.0,0.162,15217.0,54855.8,55.0,10775.0
652,Iron Mountain,4491.5,0.083,450.2,0.314,14450.0,16059.5,-47.0,25000.0
653,LCI Industries,4472.7,0.6,287.7,0.816,3288.1,2624.5,131.0,13900.0
655,PennyMac Financial Services,4450.2,-0.019,1003.5,-0.391,18776.6,2948.5,-88.0,7208.0
656,Digital Realty Trust,4427.9,0.134,1709.3,3.796,36369.6,40337.7,-29.0,3030.0
660,American National Group,4391.8,0.158,699.3,0.496,31320.3,5084.1,-24.0,4545.0
661,Autodesk,4386.4,0.157,497.0,-0.589,8606.8,46580.0,-24.0,12600.0
662,Domino's Pizza,4357.4,0.0579999999999999,510.5,0.039,1671.8,14665.9,-52.0,10450.0
663,ASGN,4333.8,0.0969999999999999,409.9,1.046,3502.8,6022.2,-41.0,3900.0
664,Flowers Foods,4330.8,-0.013,206.2,0.354,3253.3,5438.6,-76.0,8900.0
665,BlueLinx Holdings,4277.2,0.381,296.1,2.661,1317.5,699.5,62.0,2045.0
667,Maximus,4254.5,0.2289999999999999,291.2,0.358,4119.0,4641.1,10.0,35800.0
668,Dentsply Sirona,4251.0,0.272,421.0,,9220.0,10708.0,23.0,15000.0
669,Hub Group,4232.4,0.211,171.5,1.331,2437.3,2678.5,2.0,4700.0
670,Voya Financial,4230.0,-0.537,2126.0,,171262.0,7042.2,-338.0,5970.0
670,Bread Financial Holdings,4230.0,-0.064,801.0,2.748,21746.0,2804.6,-101.0,6000.0
672,Weis Markets,4224.4,0.027,108.8,-0.085,1910.5,1921.1,-61.0,24000.0
673,Century Communities,4216.3,0.3339999999999999,498.5,1.418,3496.9,1783.2,44.0,1600.0
674,Synopsys,4204.2,0.141,757.5,0.14,8752.3,51023.2,-23.0,16361.0
675,Brink's,4200.2,0.138,105.2,5.575,5566.7,3234.4,-25.0,73350.0
676,Lennox International,4194.1,0.154,464.0,0.302,2171.9,9447.2,-23.0,11000.0
677,Service Corp. International,4143.1,0.18,802.9,0.556,15691.2,10581.3,-7.0,20840.0
679,Timken,4132.9,0.176,369.1,0.297,5170.7,4539.6,-10.0,18029.0
681,Bloomin' Brands,4122.4,0.3,215.6,,3294.3,1966.6,33.0,82000.0
682,CNO Financial Group,4122.2,0.079,441.0,0.461,36204.4,2945.7,-50.0,3350.0
684,Zoom Video Communications,4099.9,0.546,1375.6,1.046,7551.3,35066.3,126.0,6787.0
685,Patrick Industries,4078.1,0.64,224.9,1.317,2650.7,1408.2,159.0,11000.0
686,Paychex,4056.8,0.004,1097.5,-0.001,9227.2,49268.0,-69.0,15000.0
687,Atlas Air Worldwide Holdings,4030.8,0.255,493.3,0.369,6443.2,2523.4,21.0,4056.0
690,Country Financial,4016.2,0.653,419.2,0.474,16327.2,,164.0,3149.0
691,Qorvo,4015.3,0.24,733.6,1.194,7221.5,13456.4,14.0,8750.0
692,Catalent,3998.0,0.292,585.0,1.651,9112.0,19862.7,36.0,17300.0
693,Mercury General,3993.4,0.055,247.9,-0.3379999999999999,6772.5,3045.4,-55.0,4300.0
694,AMN Healthcare Services,3984.2,0.664,327.4,3.633,3131.9,4796.1,168.0,3800.0
695,Tri Pointe Homes,3982.2,0.221,469.3,0.6629999999999999,4336.2,2160.1,5.0,1390.0
696,ArcBest,3980.1,0.354,213.5,2.003,2112.7,1979.7,59.0,14000.0
697,Toro,3959.6,0.172,409.9,0.243,2936.1,8936.9,-10.0,10982.0
699,Align Technology,3952.6,0.599,772.0,-0.565,5942.1,34354.8,151.0,22540.0
700,loanDepot,3943.2,-0.113,113.5,-0.944,11812.3,1290.3,-117.0,11307.0
701,APi Group,3940.0,0.098,47.0,,5159.0,4891.1,-45.0,13300.0
702,American Water Works,3930.0,0.0409999999999999,1263.0,0.7809999999999999,26075.0,30085.5,-62.0,6400.0
703,Matson,3925.3,0.647,927.4,3.803,3693.1,4927.5,163.0,4259.0
705,Marriott Vacations Worldwide,3890.0,0.348,49.0,,9613.0,6620.0,64.0,20300.0
706,Terex,3886.8,0.261,220.9,,2863.5,2485.5,29.0,8600.0
707,Sally Beauty Holdings,3875.0,0.103,239.9,1.118,2847.1,1720.5,-39.0,29000.0
708,Enovis,3854.3,0.255,71.7,0.6809999999999999,8515.3,6419.3,29.0,16200.0
709,IAC/InterActiveCorp,3845.1,0.262,597.5,1.215,12300.3,9001.4,31.0,13200.0
710,Meritor,3833.0,0.259,199.0,-0.188,2938.0,2519.4,32.0,9600.0
711,Ventas,3828.0,0.009,49.0,-0.888,24717.8,24676.2,-77.0,434.0
712,GoDaddy,3815.7,0.15,242.3,,7417.1,14018.7,-15.0,6611.0
713,Regal Rexnord,3810.3,0.311,209.9,0.109,10281.6,10002.1,50.0,30000.0
714,Puget Energy,3805.7,0.144,260.8,0.428,15871.9,,-19.0,3185.0
715,Clean Harbors,3805.6,0.21,203.2,0.507,5653.7,6073.8,6.0,18300.0
716,Pinnacle West Capital,3803.8,0.06,618.7,0.124,22003.2,8820.0,-59.0,5872.0
717,eXp World Holdings,3771.2,1.097,81.2,1.609,413.8,3149.3,-1.3963636363636365,1669.0
718,Mueller Industries,3769.3,0.5720000000000001,468.5,2.359,1728.9,3100.4,143.0,5337.0
720,RH,3758.8,0.32,688.5,1.533,5540.5,7079.0,57.0,6100.0
721,EPAM Systems,3758.1,0.413,481.7,0.472,3523.2,16870.7,87.0,58824.0
722,M/I Homes,3745.9,0.23,396.9,0.654,3239.9,1262.2,19.0,1657.0
723,Generac Holdings,3737.2,0.504,550.5,0.57,4877.8,18960.3,122.0,9248.0
724,Mettler-Toledo International,3717.9,0.205,769.0,0.276,3326.8,31220.3,10.0,16700.0
725,Abercrombie & Fitch,3712.8,0.188,263.0,,2939.5,1619.5,-1.0,19250.0
726,Teradyne,3702.9,0.186,1014.6,0.294,3809.4,19202.6,-1.3963636363636365,5900.0
727,American Equity Investment Life Holding,3689.5,0.522,474.0,-0.294,78349.1,3869.2,130.0,850.0
728,Southwest Gas Holdings,3680.5,0.1159999999999999,200.8,-0.136,12765.3,5233.6,-30.0,12720.0
730,Lamb Weston Holdings,3670.9,-0.032,317.8,-0.131,4209.4,8699.1,-95.0,7800.0
731,Alliant Energy,3669.0,0.074,659.0,0.073,18553.0,15670.6,-51.0,3313.0
732,Resolute Forest Products,3664.0,0.309,307.0,29.7,3538.0,991.7,51.0,6900.0
733,Parsons,3660.8,-0.066,64.1,-0.35,3830.9,4012.0,-108.0,15500.0
734,Trimble,3659.1,0.162,492.7,0.264,7099.6,18122.7,-14.0,11931.0
735,OGE Energy,3653.7,0.722,737.3,,12606.4,8164.2,198.0,2185.0
737,Winnebago Industries,3629.8,0.541,281.9,3.588,2062.6,1770.9,140.0,6532.0
738,Ciena,3620.7,0.025,500.2,0.384,4865.2,9223.4,-72.0,7205.0
739,PriceSmart,3619.9,0.087,98.0,0.254,1705.8,2434.1,-45.0,10400.0
740,Advantage Solutions,3602.3,0.142,54.5,,5854.3,2029.6,-22.0,45000.0
741,H&R Block,3588.6,0.359,683.9,,4014.4,4284.6,70.0,38000.0
743,Super Micro Computer,3557.4,0.065,111.9,0.327,2242.0,1963.0,-50.0,4155.0
744,Flowserve,3541.1,-0.05,125.9,-0.034,4749.8,4681.4,-101.0,16000.0
745,Charles River Laboratories International,3540.2,0.211,391.0,0.073,7024.3,14425.4,15.0,19300.0
746,A.O. Smith,3538.9,0.222,487.1,0.412,3474.4,10032.2,21.0,13700.0
747,New Residential Investment,3533.1,5.127999999999999,772.2,,39742.2,5125.0,-1.3963636363636365,12296.0
748,Medical Mutual of Ohio,3514.8,-0.003,78.3,-0.22,2646.4,,-81.0,2834.0
749,Granite Construction,3501.9,-0.017,10.1,,2494.9,1504.7,-86.0,2600.0
750,Valmont Industries,3501.6,0.209,195.6,0.39,3447.2,5083.4,16.0,11041.0
752,Primoris Services,3497.6,0.002,115.6,0.1009999999999999,2543.3,1269.8,-79.0,10810.0
753,Cboe Global Markets,3494.8,0.02,529.0,0.13,6814.5,12148.2,-74.0,1196.0
754,Carter's,3486.4,0.153,339.7,2.097,3201.8,3763.4,-9.0,15900.0
755,TopBuild,3486.2,0.283,324.0,0.312,4258.5,5987.1,40.0,13006.0
756,SiteOne Landscape Supply,3475.7,0.285,238.4,0.965,2116.1,7255.5,46.0,5475.0
757,Texas Roadhouse,3463.9,0.444,245.3,6.848,2512.0,5787.8,103.0,73300.0
758,Akamai Technologies,3461.2,0.0819999999999999,651.6,0.17,8138.7,19210.0,-47.0,8700.0
759,Acuity Brands,3461.0,0.04,306.3,0.2339999999999999,3575.1,6628.9,-63.0,13000.0
759,Brown-Forman,3461.0,0.0289999999999999,903.0,0.092,6522.0,31376.6,-70.0,4700.0
761,Navient,3454.0,-0.073,717.0,0.74,80605.0,2592.3,-117.0,5263.0
762,Coterra Energy,3449.0,1.352,1158.0,4.775,19900.0,21872.1,-1.3963636363636365,936.0
763,Option Care Health,3438.6,0.134,139.9,,2790.9,5139.0,-19.0,6334.0
764,Floor & Decor Holdings,3433.5,0.415,283.2,0.4529999999999999,3730.7,8573.8,92.0,9276.0
765,Public Storage,3415.8,0.172,1953.3,0.439,17380.9,68438.2,-3.0,5800.0
766,Cabot,3409.0,0.304,250.0,,3306.0,3871.1,47.0,4500.0
767,Crane Holdings,3408.0,0.16,435.4,1.406,4486.6,6158.9,-10.0,11000.0
768,Atmos Energy,3407.5,0.208,665.6,0.107,19608.7,16182.8,10.0,4684.0
769,Selective Insurance Group,3379.2,0.156,403.8,0.639,10461.4,5391.5,-8.0,2440.0
770,Take-Two Interactive Software,3372.8,0.092,588.9,0.456,6028.2,17744.1,-40.0,6495.0
771,Boyd Gaming,3369.8,0.547,463.8,,6224.2,7234.0,145.0,15114.0
772,Plexus,3368.9,-0.006,138.9,0.182,2461.9,2298.6,-87.0,19200.0
773,ScanSource,3364.2,-0.068,10.8,,1671.7,890.8,-118.0,2200.0
774,Franchise Group,3362.7,0.562,363.8,13.514,3913.2,1669.6,150.0,11895.0
775,NLV Financial,3350.8,0.302,392.1,1.025,41942.4,,48.0,1157.0
776,CrossAmerica Partners,3350.5,0.871,21.7,-0.7979999999999999,1270.1,826.5,-1.3963636363636365,2218.0
777,Mr. Cooper Group,3344.0,0.2239999999999999,1454.0,3.767,14204.0,3369.4,15.0,8200.0
778,Fortinet,3342.2,0.288,606.8,0.242,5919.1,54957.1,38.0,10195.0
779,Brinker International,3337.8,0.084,131.6,4.393,2274.9,1701.9,-43.0,59491.0
780,Albemarle,3328.0,0.064,123.7,-0.6709999999999999,10974.1,25899.4,-57.0,6000.0
781,Peabody Energy,3318.3,0.152,360.1,,4949.8,3391.5,-9.0,4900.0
782,Light & Wonder,3310.0,0.215,371.0,,7883.0,5679.7,12.0,5600.0
783,Evercore,3307.1,0.447,740.1,1.111,3802.7,4275.1,116.0,1940.0
784,Stewart Information Services,3305.8,0.445,323.2,1.087,2813.4,1635.1,114.0,7300.0
785,Central Garden & Pet,3303.7,0.226,151.7,0.257,3116.7,2286.5,19.0,6750.0
786,GMS,3298.8,0.018,105.6,3.515,2483.9,2142.1,-83.0,5843.0
787,H.B. Fuller,3278.0,0.175,161.4,0.305,4274.5,3505.2,-1.0,6500.0
788,Middleby,3250.8,0.293,488.5,1.357,6383.6,8961.1,49.0,10624.0
789,Renewable Energy Group,3244.1,0.518,213.8,0.741,2558.9,3056.2,139.0,1196.0
790,MSC Industrial Direct,3243.2,0.016,216.9,-0.136,2462.1,4758.3,-78.0,6472.0
791,Vishay Intertechnology,3240.5,0.295,298.0,1.4240000000000002,3543.3,2840.1,49.0,22800.0
792,Applied Industrial Technologies,3235.9,-0.003,144.8,5.021,2271.8,3947.9,-91.0,5947.0
793,Lincoln Electric Holdings,3234.2,0.218,276.5,0.341,2592.3,8079.1,16.0,11000.0
794,First Horizon,3234.0,-0.046,999.0,0.182,89092.0,12542.9,-108.0,7676.0
796,AptarGroup,3227.2,0.102,244.1,0.14,4141.4,7702.9,-37.0,13000.0
797,Citrix Systems,3217.2,-0.006,307.5,-0.39,6975.5,12704.6,-90.0,9700.0
798,IDEXX Laboratories,3215.4,0.188,744.8,0.28,2437.2,46089.3,2.0,10350.0
799,Tetra Tech,3213.5,0.073,232.8,0.3389999999999999,2576.6,8906.7,-51.0,21000.0
802,ResMed,3196.8,0.081,474.5,-0.237,4728.1,35463.3,-51.0,7970.0
803,Designer Brands,3196.6,0.43,154.5,,2014.6,991.4,104.0,13500.0
804,Graham Holdings,3186.0,0.103,352.1,0.172,7425.5,3000.6,-36.0,15048.0
806,Worthington Industries,3171.4,0.037,723.8,8.186,3373.2,2537.8,-68.0,9000.0
808,Xilinx,3147.6,-0.005,646.5,-0.184,5519.2,,-92.0,4890.0
809,TransUnion,3145.0,0.158,1387.1,3.042,12635.0,19882.6,-13.0,10200.0
810,Travel + Leisure,3134.0,0.451,308.0,,6588.0,4966.2,112.0,16800.0
811,Callaway Golf,3133.4,0.971,322.0,,7747.8,4337.1,-1.3963636363636365,24800.0
812,Dycom Industries,3130.5,-0.021,48.6,0.415,2118.2,2821.0,-102.0,15024.0
813,Columbia Sportswear,3126.4,0.25,354.1,2.278,3067.1,5840.4,28.0,8325.0
814,II-VI,3105.9,0.305,297.6,,6512.7,7708.2,54.0,22961.0
816,Grocery Outlet Holding,3079.6,-0.018,62.3,-0.416,2669.8,3148.0,-94.0,875.0
817,AMC Networks,3077.6,0.093,250.6,0.044,5748.9,1721.7,-38.0,1883.0
819,ChampionX,3075.0,0.618,113.3,,3534.7,4976.7,167.0,7000.0
820,Comfort Systems USA,3073.6,0.076,143.3,-0.045,2209.1,3200.5,-44.0,13200.0
822,Brown & Brown,3051.4,0.168,587.1,0.222,9795.4,20395.7,-8.0,12023.0
823,LGI Homes,3050.1,0.288,429.6,0.326,2351.9,2322.4,50.0,952.0
825,Comerica,3024.0,-0.023,1168.0,1.464,94616.0,11854.4,-96.0,7442.0
826,Energizer Holdings,3021.5,0.0559999999999999,160.9,,5007.5,2191.7,-51.0,6000.0
827,Hill-Rom Holdings,3018.7,0.048,248.5,0.114,4999.1,,-54.0,10000.0
829,Verisk Analytics,2998.6,0.077,666.2,-0.065,7808.1,34616.2,-41.0,9367.0
830,Spectrum Brands Holdings,2998.1,-0.244,189.6,0.939,5340.4,3617.6,-209.0,12100.0
831,Euronet Worldwide,2995.4,0.207,70.7,,4744.3,6658.2,16.0,8800.0
832,TEGNA,2991.1,0.018,477.0,-0.012,6917.6,4962.6,-76.0,6200.0
833,Vontier,2990.7,0.106,413.0,0.208,4349.8,4087.8,-32.0,8500.0
834,Cadence Design Systems,2988.2,0.114,696.0,0.178,4386.3,45781.7,-29.0,9298.0
835,Incyte,2986.3,0.12,948.6,,4933.4,17577.6,-28.0,2094.0
836,Match Group,2983.3,0.248,277.7,1.16,5063.3,31007.0,28.0,2520.0
837,Valvoline,2981.0,0.267,420.0,0.325,3191.0,5660.5,43.0,9800.0
838,EnerSys,2977.9,-0.036,143.4,0.046,3462.8,3076.0,-107.0,11400.0
840,UWM Holdings,2970.3,-0.3989999999999999,98.4,-0.971,22528.4,7223.5,-311.0,8000.0
841,Zions Bancorp.,2970.0,0.01,1129.0,1.095,93200.0,9958.2,-87.0,9685.0
842,Quad/Graphics,2960.4,-0.016,37.8,,1890.0,388.5,-96.0,15100.0
843,MKS Instruments,2949.6,0.266,551.4,0.575,4540.3,8327.6,45.0,6200.0
844,Arista Networks,2948.0,0.272,840.9,0.325,5734.4,42773.4,45.0,2993.0
845,Interactive Brokers Group,2938.0,0.185,308.0,0.579,109113.0,27961.7,3.0,2571.0
846,Range Resources,2930.2,0.488,411.8,,6660.5,7964.0,120.0,527.0
847,Atkore,2928.0,0.659,587.9,2.86,2210.1,4415.6,-1.3963636363636365,3700.0
848,Cheesecake Factory,2927.5,0.476,72.4,,2798.1,2098.6,111.0,45800.0
849,First Solar,2923.4,0.078,468.7,0.177,7413.7,8904.4,-51.0,4800.0
850,Bio-Rad Laboratories,2922.5,0.148,4245.9,0.1159999999999999,17775.8,16982.2,-21.0,7900.0
851,Cooper Cos.,2922.5,0.2019999999999999,2944.7,11.352,9606.2,20587.8,2.0,12000.0
852,Envista Holdings,2922.4,0.281,340.5,9.225,6574.2,7882.5,48.0,11200.0
854,Newmark Group,2906.4,0.526,750.7,8.377,5216.2,3009.9,129.0,6169.0
855,PC Connection,2892.6,0.1169999999999999,69.9,0.254,1083.4,1375.8,-38.0,2542.0
857,Boston Properties,2888.6,0.044,505.2,-0.421,22365.3,20179.9,-67.0,743.0
858,Western Midstream Partners,2877.2,0.038,916.3,0.7390000000000001,11273.1,10177.4,-69.0,1127.0
859,Magellan Midstream Partners,2870.1,0.182,982.0,0.2019999999999999,8030.0,10422.1,-4.0,1715.0
860,Hillenbrand,2864.8,0.138,249.9,,4014.9,3216.2,-24.0,10500.0
861,Donaldson,2853.9,0.105,286.9,0.1159999999999999,2400.2,6416.4,-40.0,13100.0
862,Moog,2852.0,-0.011,157.2,16.08,3433.2,2814.6,-91.0,14000.0
863,Hawaiian Electric Industries,2850.4,0.105,246.2,0.244,15822.6,4630.0,-41.0,3623.0
